,sentence,pred_sentence_tok,sentence_tok,pred_sentence
186,แล้วไงวะมันจะยอมรับมันจะไม่ยอมรับก๊อปมันก็ยังก๊อปอยู่วันยังค่ำไม่ใช่หรอ,แล้ว ไง วะ มัน จะ ยอมรับ มัน จะ ไม่ ยอมรับ ก๊อ ป มัน ก็ ยัง ก๊อ ปอ ยู่ อัน อั้น ข้า ไม่ ใช่ หรอ,แล้ว ไง วะ มัน จะ ยอมรับ มัน จะ ไม่ ยอมรับ ก๊อ ป มัน ก็ ยัง ก๊อ ปอ ยู่ วันยังค่ำ ไม่ ใช่ หรอ,แล้วไงวะมันจะยอมรับมันจะไม่ยอมรับก๊อปมันก็ยังก๊อปอยู่อันอั้นข้าไม่ใช่หรอ
187,เป็นไงรวยป่าวโห่อิจฉาอ่ะดิซื้อสองเครื่อง,า เป็นไง ะ รวย บ่า โอ้โห โห ไอ้ ชา ด่ ซึ่ง สอง ครื่,เป็นไง รวย ป่าว โห่ อิจฉา อ่ะ ดิ ซื้อ สอง เครื่อง,าเป็นไงะรวยบ่าโอ้โหโหไอ้ชาด่ซึ่งสองครื่
188,อุ้ดเลยนะสุลต่านกูก็จะกั้นกั้นขำหน่อยแต่ก็แต่ก็ฟังแต่ก็เนียนภาษาอังกฤษต่อไปเยย,ด เลย นะ สุ น ต่าง กู จะ ข้า ช ข้า ขำ เล่ย้ ก็ แต่ ก็ ฟัง แต่ ยว ก็ เมีย นภา า อัง กิษ ต่อไป เย่อ เย่ย,อุ้ด เลย นะ สุลต่าน กู ก็ จะ กั้น กั้น ขำ หน่อย แต่ ก็ แต่ ก็ ฟัง แต่ ก็ เนียน ภาษาอังกฤษ ต่อไป เย ย,ดเลยนะสุนต่างกูจะข้าชข้าขำเล่ย้ก็แต่ก็ฟังแต่ยวก็เมียนภาาอังกิษต่อไปเย่อเย่ย
189,ถ้าเกิดมีสปอนเซอร์มีผู้สนับสนุนเนี้ยโอ้โหต้องคิดให้หนักแล้วนะครับ,ถ้า เกิด มี สป๊อน เซอร์ มี ผู้ สนับ ส นุ นี้ อก มา ต้อง คิด ให้ หนัง และ นะ ครับ,ถ้า เกิด มี สปอนเซอร์ มี ผู้สนับสนุน เนี้ย โอ้โห ต้อง คิด ให้ หนัก แล้ว นะ ครับ,ถ้าเกิดมีสป๊อนเซอร์มีผู้สนับสนุนี้อกมาต้องคิดให้หนังและนะครับ
190,พี่ได้นะพี่ให้พันหนึ่งเอ่อเขาเป็นฮืมรู้ไกลใด้ไหมเออ,ี้ ได้ นะ เพี่ย ให้ พัน นึ่ง เออ เขา ม รู้ ไกล ใช่ไหม เห อ,พี่ ได้ นะ พี่ ให้ พัน หนึ่ง เอ่อ เขา เป็น ฮืม รู้ ไกล ใด้ ไหม เออ,ี้ได้นะเพี่ยให้พันนึ่งเออเขามรู้ไกลใช่ไหมเหอ
191,อร่อยกูคุยสารทุกข์สุกดิบทำงานห่าอะไรกูก็พูดแบบด้วยมึนมึนแล้วแก้วออกมาเขาก็แบบ,อร่อย กู คุย สาร์ ทุก สุก ดิ ป ทำงาน หา อะไร ม ก็ พูด แบ ด้วย มึง มึง แล้ว แก้ว ออกมา เขา ก็ แบบ,อร่อย กู คุย สารทุกข์สุกดิบ ทำงาน ห่า อะไร กู ก็ พูด แบบ ด้วย มึน มึน แล้ว แก้ว ออกมา เขา ก็ แบบ,อร่อยกูคุยสาร์ทุกสุกดิปทำงานหาอะไรมก็พูดแบด้วยมึงมึงแล้วแก้วออกมาเขาก็แบบ
192,กลับก่อนไอ้พวกควายควายทีมโง่โง่เนี่ยไม่ทำไม่ทำอะไรเลย,กาบ ก่อน ไอ้ วา โซ ควาย ทีม โง่ โง่ เนี่ย ไม่ ทำ ไม่ ทำ เอะ ไร เลย,กลับ ก่อน ไอ้ พวก ควาย ควาย ทีม โง่ โง่ เนี่ย ไม่ ทำ ไม่ ทำ อะไร เลย,กาบก่อนไอ้วาโซควายทีมโง่โง่เนี่ยไม่ทำไม่ทำเอะไรเลย
193,ควยมันสู้ไม่ไหวแล้วควย,ควย มา สู้ ไม่ ไห ม่ แล้ว โอ ควย,ควย มัน สู้ ไม่ ไหว แล้ว ควย,ควยมาสู้ไม่ไหม่แล้วโอควย
194,ไอ้เวรกูทำได้คนเดียวป้ะ,ไอ้เวร กู ทำได้ คนเดียว ปละ,ไอ้เวร กู ทำได้ คนเดียว ป้ะ,ไอ้เวรกูทำได้คนเดียวปละ
195,เหมือนดันแนวแนวนี้เหมือนกันแต่แต่งตัวสวยสวยหน่อยพอถึงคิวกูเหมือนเดิมหลบกูแต่ถึงคิวสุลต่าน,เหมือน เดือน วเลนี หมืน นต่ตัสวย สวย หน่อ ยอ ทอ ถึง คิว กู เหมือนเดิม หลบ กู แต่ ถึง สุลต่าน,เหมือน ดัน แนว แนว นี้ เหมือนกัน แต่ แต่งตัว สวย สวย หน่อย พอ ถึง คิว กู เหมือนเดิม หลบ กู แต่ ถึง คิว สุลต่าน,เหมือนเดือนวเลนีหมืนนต่ตัสวยสวยหน่อยอทอถึงคิวกูเหมือนเดิมหลบกูแต่ถึงสุลต่าน
196,การเป็นไปอย่างราบรื่นครับอาจจะราบรื่นเกินไปซะด้วยซ้ำ,การ เป็น อย่าง ราบ เร ื่น ครับ อาจจะ ราบรื่น เกินไป ซะ ด้วยซ้ำ,การ เป็นไป อย่าง ราบรื่น ครับ อาจจะ ราบรื่น เกินไป ซะ ด้วยซ้ำ,การเป็นอย่างราบเรื่นครับอาจจะราบรื่นเกินไปซะด้วยซ้ำ
197,อ่าอ่าอ่ามึงดีแต่ตบนมมึงไม่ต้องโชว์แสลงโหด,อ่ะ อ่ะ อ่ะ มึง ดี แจ่ตบ เรา มึง ไม่ ต้อ งชว์ สัน แรง โหด,อ่า อ่า อ่า มึง ดีแต่ ตบ นม มึง ไม่ต้อง โชว์ แสลง โหด,อ่ะอ่ะอ่ะมึงดีแจ่ตบเรามึงไม่ต้องชว์สันแรงโหด
198,แต่ถ้าเกิดผมปล่อยคลิปนี้ออกไปนะครับทุกคนจะรู้ว่ามันคือผม,แต่ ถ้า เกิด ผม ปล่อย คลิป นี้ ลอก ไป เนะ่ ครับ ทุกคน จะ รู้ ว่า มัน คือ ผม,แต่ ถ้า เกิด ผม ปล่อย คลิป นี้ ออก ไป นะ ครับ ทุกคน จะ รู้ ว่า มัน คือ ผม,แต่ถ้าเกิดผมปล่อยคลิปนี้ลอกไปเนะ่ครับทุกคนจะรู้ว่ามันคือผม
199,นี้ไอ้แวนไอ้แวนเอาแวนเอาแวนไอ้แวน,รอ เห้ย นี้ ไอ้ แวน ไอ้ ว๊น ไอ า แวน ไอ า แว้ น ไอ้ แวน,นี้ ไอ้ แวน ไอ้ แวน เอา แวน เอา แวน ไอ้ แวน,รอเห้ยนี้ไอ้แวนไอ้ว๊นไอาแวนไอาแว้นไอ้แวน
200,ที่ดีละงงมากโถ่เพิ่มจะตกกูก็คงยากละที่มึงเลือก,เร ืมง มี กู ฟาง ดี นี แล้ว มอง มาก ถว่ เพิ่ม จะ ตบ กู ก็ คง อยาก และ ที่ มึ,ที่ ดีละ งง มาก โถ่ เพิ่ม จะ ตก กู ก็ คง ยาก ละ ที่ มึง เลือก,เรืมงมีกูฟางดีนีแล้วมองมากถว่เพิ่มจะตบกูก็คงอยากและที่มึ
201,ที่มันไม่ได้ดูมีอะไรมากขนาดนั้นแต่คลิปต้นฉบับเนี่ยครับ,ที่ มัน ไม่ ได้ ดู มี อะไร มาก ขนาด นั้น แต่ คลิป ตน ฉบับ นะ ครับ มึง,ที่ มัน ไม่ ได้ ดู มี อะไร มาก ขนาด นั้น แต่ คลิป ต้นฉบับ เนี่ย ครับ,ที่มันไม่ได้ดูมีอะไรมากขนาดนั้นแต่คลิปตนฉบับนะครับมึง
202,ไอ้เด็กเหี้ย,ไอ้ เด็ก เหี้ย,ไอ้ เด็ก เหี้ย,ไอ้เด็กเหี้ย
203,ผมเดินไปออกจากเซเว่นเลี้ยวขวาเป็นร้านแม็คเขาให้กูไปรอในแมคให้กูนั่งกิน,ผม เดิน ไป เร้วจ้ เซเว่น เลี้ยวขวา เป็น ร้าน แม็ค เขา ให้ กู ไป รอ นี่ ไหม้ ให้ กู นั่ง กิน,ผม เดิน ไป ออกจาก เซเว่น เลี้ยวขวา เป็น ร้าน แม็ค เขา ให้ กู ไป รอ ใน แมค ให้ กู นั่ง กิน,ผมเดินไปเร้วจ้เซเว่นเลี้ยวขวาเป็นร้านแม็คเขาให้กูไปรอนี่ไหม้ให้กูนั่งกิน
204,กะหรี่เรื่องที่ผมเล่าต่อจากนี้เป็นเรื่องสมมุติโกหกนะฮับแล้วก็ใครที่อ่อนไหว,กะหรี่ เรื่อง ที่ ผม เล่า อ จากนี้ เป็นเรื่อง สมมุติ โกหก นะ ครับ แล้วก็ ใคร ที่ อ่อน ไว,กะหรี่ เรื่อง ที่ ผม เล่า ต่อจากนี้ เป็นเรื่อง สมมุติ โกหก นะ ฮับ แล้วก็ ใคร ที่ อ่อนไหว,กะหรี่เรื่องที่ผมเล่าอจากนี้เป็นเรื่องสมมุติโกหกนะครับแล้วก็ใครที่อ่อนไว
205,เอากล้วยไปใช้ปาดคอ,เอา กล้วย ไป่ ใช่ ฝาด โค อ,เอา กล้วย ไป ใช้ ปาด คอ,เอากล้วยไป่ใช่ฝาดโคอ
206,กล้วยฆ่าคนได้,กล้วย ฆ่า คน ได้,กล้วย ฆ่า คน ได้,กล้วยฆ่าคนได้
207,ให้กูได้เยี่ยวหม่นหม่นสัดสัดเลยหม่นแบบหม่นมากพี่สุละสุลต่านกู,ให้ กู ได้ เหี่ยว มน มน สัด สัด เละ มน ปะ มน มาก พี่ สุ ล สุลต่าน,ให้ กู ได้ เยี่ยว หม่น หม่น สัด สัด เลย หม่น แบบ หม่น มาก พี่ สุ ละ สุลต่าน กู,ให้กูได้เหี่ยวมนมนสัดสัดเละมนปะมนมากพี่สุลสุลต่าน
208,เราจะมาใช้เวลาดูกันก่อนนะครับว่าคุณเต้นั้นเนี่ยยังถือครองอันดับหนึ่งอยู่หรือไม่,เรา จะ ไม่ ใช้เวลา ดู อน ก่อน นะ ครับ ว่า คุณ เต้ นั้น เนี่ย จัง ถือ ข้อง อันดับ ห นึง อยู่ หรือไม่,เรา จะ มา ใช้เวลา ดู กัน ก่อน นะ ครับ ว่า คุณ เต้ นั้น เนี่ย ยัง ถือครอง อันดับ หนึ่ง อยู่ หรือไม่,เราจะไม่ใช้เวลาดูอนก่อนนะครับว่าคุณเต้นั้นเนี่ยจังถือข้องอันดับหนึงอยู่หรือไม่
209,นับกลัวมากแต่ไปให้สุดและกูกลัวมากมากเขาเอามาสามคนมีผู้หญิงผู้ชายคนนั้นก็จะพูดแบบ,กลัว มาก แต่ ไป ให้ สุด ล้วก กลัว มาก มาก เขา เอา ก มา สาม คน มี ผู้หญิง ผู้ชาย คน นั้น ก็ จะ พูด แบบ,นับ กลัว มาก แต่ ไป ให้ สุด และ กู กลัว มาก มาก เขา เอา มา สาม คน มี ผู้หญิง ผู้ชาย คน นั้น ก็ จะ พูด แบบ,กลัวมากแต่ไปให้สุดล้วกกลัวมากมากเขาเอากมาสามคนมีผู้หญิงผู้ชายคนนั้นก็จะพูดแบบ
210,กูฮาตรงกูทำลายได้แต่มึงทำได้แค่นั่งฮาน้ำตาซึมทุบอกเจ็บใจกัน,กู หา ตรง กู ทำ รายได้ แต่ มึง ทำได้ แค่ นั่ง หา น้ำตา ซึม ชุ บอก เจ็ด ใจ กัน,กู ฮา ตรง กู ทำลาย ได้ แต่ มึง ทำได้ แค่ นั่ง ฮา น้ำตา ซึม ทุ บอก เจ็บใจ กัน,กูหาตรงกูทำรายได้แต่มึงทำได้แค่นั่งหาน้ำตาซึมชุบอกเจ็ดใจกัน
211,มีแต่คนป่วยป่วยรึเพราะกูเป็นคนบาปกูกูอยากกลับบ้านอยากกลับปาจีนกูยากกลับ,้ เจ ด คนป่วย ป่วย หรือ พ รา ะ กู เป็น คน บา รป กู กู อยาก กลับบ้าน อยาก กับ ปราจีน กู อยาก กับ,มี แต่ คนป่วย ป่วย รึ เพราะ กู เป็น คน บาป กู กู อยาก กลับบ้าน อยาก กลับ ปาจีน กู ยาก กลับ,้เจดคนป่วยป่วยหรือพราะกูเป็นคนบารปกูกูอยากกลับบ้านอยากกับปราจีนกูอยากกับ
212,ควายเอ้ยกูมาแล้วนี่ไงคนวิ่ง,หวาย เอ้ย กู มา แล้ว นิ ไง โคน วิ่ง,ควาย เอ้ย กู มา แล้ว นี่ ไง คน วิ่ง,หวายเอ้ยกูมาแล้วนิไงโคนวิ่ง
213,แม่งมีผู้ชายขี่รถไปหามันแม็คพี่ไม่เคยเป็นพี่เป็นผู้ชาย,แม่ ง มี ผู้ชาย ขี้ ล ไปหา ม่าน เ แห มือ น ฮือ เพ ี่ ไม่ เคย เป็น พี่ เป็น ผู้ชาย,แม่ ง มี ผู้ชาย ขี่ รถ ไปหา มัน แม็ค พี่ ไม่ เคย เป็น พี่ เป็น ผู้ชาย,แม่งมีผู้ชายขี้ลไปหาม่านเแหมือนฮือเพี่ไม่เคยเป็นพี่เป็นผู้ชาย
214,ณตอนนี้ความลำบากก็คือผมไม่สามารถที่จะแบ่งเวลาให้กับช่องเรียลบ๋อยละยำได้,ณ ตอนนี้ ความลำบาก ก็ คือ ผม ไม่ สามารถ ที่จะ แบ่งเวลา ให้ กับ ช่อง เรียล บ๋อย ละ ยำ ได้,ณ ตอนนี้ ความลำบาก ก็ คือ ผม ไม่ สามารถ ที่จะ แบ่งเวลา ให้ กับ ช่อง เรียล บ๋อย ละ ยำ ได้,ณตอนนี้ความลำบากก็คือผมไม่สามารถที่จะแบ่งเวลาให้กับช่องเรียลบ๋อยละยำได้
215,พูดเหี้ยอะไรก็ไม่รู้คนเขาจะเชื่อกันหมดแล้วเนี่ย,พูด เหี้ย อะไร ล้ รู้ ไอ้ เห ี้คน ที่ เข จะ เชื่อ ไร หมด แล้ว เนี่ย,พูด เหี้ย อะไร ก็ ไม่ รู้ คน เขา จะ เชื่อ กัน หมด แล้ว เนี่ย,พูดเหี้ยอะไรล้รู้ไอ้เหี้คนที่เขจะเชื่อไรหมดแล้วเนี่ย
216,ครับโดยมีแขกผู้มีเกียรติท่านหนึ่งครับที่ทำธุรกิจมาอย่างยาว,ครับ โดย มี แข พู ตพิ เกียจ ท่าน หนึ่ง ครับ ที่ ทำ ธุรกิจ มา อย่าง ยาว เนีย,ครับ โดย มี แขก ผู้มีเกียรติ ท่าน หนึ่ง ครับ ที่ ทำ ธุรกิจ มา อย่าง ยาว,ครับโดยมีแขพูตพิเกียจท่านหนึ่งครับที่ทำธุรกิจมาอย่างยาวเนีย
217,เย็ดแม่กูสอนให้พวกมึงรักกู,เย็ด แม่ ง อุ สอ ส ให้ พวบ มึง รัก อู น,เย็ด แม่ กู สอน ให้ พวก มึง รัก กู,เย็ดแม่งอุสอสให้พวบมึงรักอูน
218,แต่อย่าลืมครับในตอนที่เราสงสัยนะครับเราไม่ได้สงสัยเนื้อหา,แต่ อย่า ลืม ครับ ใน ตอนที่ เรา สงสัย นะ ครับ เรา ไม่ ได้ สงสัย เนื้อหา,แต่ อย่า ลืม ครับ ใน ตอนที่ เรา สงสัย นะ ครับ เรา ไม่ ได้ สงสัย เนื้อหา,แต่อย่าลืมครับในตอนที่เราสงสัยนะครับเราไม่ได้สงสัยเนื้อหา
219,งไงก็ไม่คุยกับกูจนกระทั่งผมจะบอกผมขอไปเยี่ยวก่อนนะกูก็ออกไปกะจะไปเยี่ยวเขาพี่,ไง ก็ ไม่ คุ ย่ กู จนกระทั่ง ผม จะ บอ กม ค ขา ไป เห ี้ กัน นะ กู ว่า ออก ไป กระจะ ไป เหี้ย ว เขา พี่,ง ไง ก็ ไม่ คุย กับ กู จนกระทั่ง ผม จะ บอก ผม ขอ ไป เยี่ยว ก่อน นะ กู ก็ ออก ไป กะ จะ ไป เยี่ยว เขา พี่,ไงก็ไม่คุย่กูจนกระทั่งผมจะบอกมคขาไปเหี้กันนะกูว่าออกไปกระจะไปเหี้ยวเขาพี่
220,ไอ้เหี้ย,ไอ้ เหี้ย,ไอ้ เหี้ย,ไอ้เหี้ย
221,เขาคงเขาเสียใจมากเลยนะพ่อเออเดินให้สุดเดินให้สุดลูกพ่อเดินให้สุดไหนไหนลูก,เขา คง เขา เสียใจ มาก เลย นับ า เออ เดิน ใน่ สุด เดิอน นี่ สุด ลูก พ่อ เดิน ให้ สุด ไ้ ไหน ล,เขา คง เขา เสียใจ มาก เลย นะ พ่อ เออ เดิน ให้ สุด เดิน ให้ สุด ลูก พ่อ เดิน ให้ สุด ไหน ไหน ลูก,เขาคงเขาเสียใจมากเลยนับาเออเดินใน่สุดเดิอนนี่สุดลูกพ่อเดินให้สุดไ้ไหนล
222,ถ้าเกิดว่าคุณอยากที่จะก๊อปแบบลับลับไม่อยากให้คนอื่นรู้แต่ทีนี้เนี้ยครับมึงก๊อปแบบเปิดเผย,ถ้า เกิด ว่า คุณ อยาก ที่จะ ก๊อ ป แบบ ลับ ม่ อยาก ให้ คนอื่น รู้ แต่ ทีนี้ นี่ ย ครับ มึง ก๊อ ป แบบ เปิดเผย,ถ้า เกิด ว่า คุณ อยาก ที่จะ ก๊อ ป แบบ ลับ ลับ ไม่ อยาก ให้ คนอื่น รู้ แต่ ทีนี้ เนี้ย ครับ มึง ก๊อ ป แบบ เปิดเผย,ถ้าเกิดว่าคุณอยากที่จะก๊อปแบบลับม่อยากให้คนอื่นรู้แต่ทีนี้นี่ยครับมึงก๊อปแบบเปิดเผย
223,ไม่ได้เล่นเกมมาวันครึ่งอ่ะอาไม่เอาสูดทุโถควยลิ้น,ไน เล่น เกม มา วัน ครึ่ง อะ ไม่ เอา สุด โด ผวย ลิ้น,ไม่ ได้ เล่น เกม มา วัน ครึ่ง อ่ะ อา ไม่ เอา สูด ทุ โถ ควย ลิ้น,ไนเล่นเกมมาวันครึ่งอะไม่เอาสุดโดผวยลิ้น
224,พยายามจะอยู่ในแสงจะเห็นได้ว่าคลิปของเขาเนี้ยจะก็อปมาหมด,พยายาม จะ อยู่ ใน แสง จ เห็น ได้ ว่า คลิป ของ เขา เนี่ย จะ ก๊อ ป มา หมด,พยายาม จะ อยู่ ใน แสง จะ เห็น ได้ ว่า คลิป ของ เขา เนี้ย จะ ก็อป มา หมด,พยายามจะอยู่ในแสงจเห็นได้ว่าคลิปของเขาเนี่ยจะก๊อปมาหมด
225,กรึดตรงไปพัทแย้แล้วจะถึงว้อกกิ้งสรื้ทเรียกชายหาดพัทเยิทเนี่ยพัทแย้เนี่ย,ป็น กุ๋ย ตรง ไป พัทแยก็จะ ถึง ว้อกกิ้งส ตริ ท เลียบ ชายหาด พัท เย้ เนี่ย พัด ท แย้ เนี่ย,ก รึ ด ตรง ไป พัท แย้ แล้ วจะ ถึง ว้อกกิ้งสรื้ท เรียก ชายหาด พัทเยิท เนี่ย พัท แย้ เนี่ย,ป็นกุ๋ยตรงไปพัทแยก็จะถึงว้อกกิ้งสตริทเลียบชายหาดพัทเย้เนี่ยพัดทแย้เนี่ย
226,คือกูอ่านปุ๊ป,คือ กู อ่าน ปุ๊บ,คือ กู อ่าน ปุ๊ ป,คือกูอ่านปุ๊บ
227,กูอีกแล้วหรอมึงเจอกูแน่เย็ดแม่ย้า,ไอ้ กุ๋ย อี เลี้ยว่ มึง เจอ กู เนี่ เย็ด แม่ เหี้ย,กู อีกแล้ว หรอ มึง เจอ กู แน่ เย็ด แม่ ย้า,ไอ้กุ๋ยอีเลี้ยว่มึงเจอกูเนี่เย็ดแม่เหี้ย
228,ไอ้เวร,ไอ้เวร,ไอ้เวร,ไอ้เวร
229,แต่เพราะว่ามันทำปกเองไม่ได้ครับมันไม่ได้รู้จักคำว่าความคิดสร้าง,แต่ เพราะว่า มัน ทำ ปก เอง ไม่ ได้ ครับ มัน ไม่ รู้จัก คำ ว่า ความคิด สร้าง สุง์,แต่ เพราะว่า มัน ทำ ปก เอง ไม่ ได้ ครับ มัน ไม่ ได้ รู้จัก คำ ว่า ความคิด สร้าง,แต่เพราะว่ามันทำปกเองไม่ได้ครับมันไม่รู้จักคำว่าความคิดสร้างสุง์
230,โมโหแล้วเนี่ยหู้วเดี๋ยวเดี๋ยวมึงเจอกูไอ้แวนถือว่ามึงรอด,มึง โห่ แล้ว เนี่ย หู้ว เดี๋ยวนี้ เดี๋ยว มึง เจอ กู ไอ้ แว นู ใว้า มึง รอด,โมโห แล้ว เนี่ย หู้ว เดี๋ยว เดี๋ยว มึง เจอ กู ไอ้ แวน ถือว่า มึง รอด,มึงโห่แล้วเนี่ยหู้วเดี๋ยวนี้เดี๋ยวมึงเจอกูไอ้แวนูใว้ามึงรอด
231,คนแต่ละคนจะมีแล้วแต่ไซส์มึงตัวเล็กตัวใหญ่ตัวบางตัวขาวน่าพอกมาหน้าวองลูกกระเดือก,ค แต่ละคน จะ มี ละ แต ไซ ค์ มึง ตัวเล็ก ตัว ใหญ่ ตัว บาง ตัว ขา หน้า พอก เมา หน้า วอ ง มี ลูกกระเดือก,คน แต่ละคน จะ มี แล้วแต่ ไซส์ มึง ตัวเล็ก ตัว ใหญ่ ตัว บาง ตัว ขาว น่า พอก มา หน้า วอ ง ลูกกระเดือก,คแต่ละคนจะมีละแตไซค์มึงตัวเล็กตัวใหญ่ตัวบางตัวขาหน้าพอกเมาหน้าวองมีลูกกระเดือก
232,แต่ว่าระดับความคริ้นของเขาเนี่ยครับสูงโคตรโคตร,แต่ว่า ระดับ ความ คริ้ง ของ เขา เนี่ย ครับ สูง โคตร โคตร,แต่ว่า ระดับ ความ ค ริ้น ของ เขา เนี่ย ครับ สูง โคตร โคตร,แต่ว่าระดับความคริ้งของเขาเนี่ยครับสูงโคตรโคตร
233,เดี๋ยวรู้เลยนี่นี่ไอ้แวนไอ้แวนไอ้แวนแวนไปไหนวะนี่แวนมันอยู่แถวนี้,เดี๋ยว รู้ เลย นี้ นี ไอ้ แวน อ้ แว้ น ไอ้ แวน แว้ น ไป หนอ วะ นีแว๊น อยู่ แถว เนี้,เดี๋ยว รู้ เลย นี่ นี่ ไอ้ แวน ไอ้ แวน ไอ้ แวน แวน ไป ไหน วะ นี่ แวน มัน อยู่ แถว นี้,เดี๋ยวรู้เลยนี้นีไอ้แวนอ้แว้นไอ้แวนแว้นไปหนอวะนีแว๊นอยู่แถวเนี้
234,เอาง่ายง่ายก็คือกูก็คือมึงในอนาคตนั่นแหละไอ้สัส,เาแ่ง ไง ก็ คือ กู ก็ คือ มึง ในอนาคต นั่น หละ ไอ้ สัส,เอา ง่าย ง่าย ก็ คือ กู ก็ คือ มึง ในอนาคต นั่นแหละ ไอ้ สัส,เาแ่งไงก็คือกูก็คือมึงในอนาคตนั่นหละไอ้สัส
235,แม่มึงอ่ะโดนเย็ดพวกปากีสถานน่ะ,แม่ อ่ มึง อ โดน เย็ด พวก ปาว กี สถาน อ่ะ,แม่ มึง อ่ะ โดน เย็ด พวก ปากีสถาน น่ะ,แม่อ่มึงอโดนเย็ดพวกปาวกีสถานอ่ะ
236,ครับไม่ได้หมายความว่ามันต้องการที่จะพากย์เพื่อให้คอนเทนท์มันดี,ั ไม่ ได้ เพราะว่า มัน ต้องการ เชียบ พาก เพื่อให้ คอนเทนต์ มันดี กั,ครับ ไม่ ได้ หมายความว่า มัน ต้องการ ที่จะ พากย์ เพื่อให้ คอนเทนท์ มันดี,ัไม่ได้เพราะว่ามันต้องการเชียบพากเพื่อให้คอนเทนต์มันดีกั
237,เห้ยดาบดาบทาลอนไม่ใช่ดาบฟาร์มเรียกผิดจังเลยผมกลับบ้านเอาเลือดก่อนผมพายามจะเซฟตัวเองให้มาก,เห้ย ดาบ ดับ ทา ลอน ไม่ ใช่ ดาบ ฟาร์ม เรียก ผี จึง เลย กับ บ้าน เรา เลือด กว่า ผม พ ยา ยาก กระ เส บ ตัน ยังไง ได้,เห้ย ดาบ ดาบ ทา ลอน ไม่ ใช่ ดาบ ฟาร์ม เรียก ผิด จัง เลย ผม กลับบ้าน เอา เลือด ก่อน ผม พา ยาม จะ เซฟ ตัวเอง ให้ มาก,เห้ยดาบดับทาลอนไม่ใช่ดาบฟาร์มเรียกผีจึงเลยกับบ้านเราเลือดกว่าผมพยายากกระเสบตันยังไงได้
238,ไปใหม่ละพ่นทุเวลคั่มถูกทะแย้เหี้ยแบบมีมีหีพ่นไฟมีหี,เไม ไล้ ว พ้น ทุก เวล ข้าม ทู กถ แย้ เหี้ย แบบ มี มี หี พ่น ไฟ มี หี,ไป ใหม่ ละ พ่น ทุ เวล คั่ม ถูก ทะ แย้ เหี้ย แบบ มี มี หี พ่น ไฟ มี หี,เไมไล้วพ้นทุกเวลข้ามทูกถแย้เหี้ยแบบมีมีหีพ่นไฟมีหี
239,เมียนายและไม่เป็นเมียที่ไม่ผัวเอาโถ่อยากรู้กูเต้าจริงกูเต้าปลอมถ้ามึง,มี นาย แร้ว ก็ ถ้า เป็น เมีย ที่ ไม่ หัว เอา โก บอ ยาก หรู กู เต้า ติง กู ต้า ปลอม อะ,เมีย นาย และ ไม่ เป็น เมีย ที่ ไม่ ผัว เอา โถ่ อยากรู้ กู เต้า จริง กู เต้า ปลอม ถ้า มึง,มีนายแร้วก็ถ้าเป็นเมียที่ไม่หัวเอาโกบอยากหรูกูเต้าติงกูต้าปลอมอะ
240,ซ่องแม่มึงอ่ะไอ้สัด,ซอง แม่ มึง ไง ไอ้ สัด,ซ่อง แม่ มึง อ่ะ ไอ้ สัด,ซองแม่มึงไงไอ้สัด
241,เด็กดีตอนนี้ก็เป็นเด็กผู้ชายน่ารักตอนนั้นไม่มีความรู้เรื่องเรื่องเอ่อเรื่องเที่ยวกลางคืน,เด็กดี ตอนนี้ ก็ เป็น เด็กผู้ชาย น่ารัก ตอนนั้น ไห ม่ มีความรู้ เรื่อง เรื่อง เอ่อ เที่ยว กัน คือ,เด็กดี ตอนนี้ ก็ เป็น เด็กผู้ชาย น่ารัก ตอนนั้น ไม่ มีความรู้ เรื่อง เรื่อง เอ่อ เรื่อง เที่ยว กลางคืน,เด็กดีตอนนี้ก็เป็นเด็กผู้ชายน่ารักตอนนั้นไหม่มีความรู้เรื่องเรื่องเอ่อเที่ยวกันคือ
242,กูไปนอนบนเข่าเขาแล้วเขาตีตูดกูอะ,กู ไป นอน บน เขา เขา แล้ว เขา ตี้ ตู,กู ไป นอน บน เข่า เขา แล้ว เขา ตี ตูด กู อะ,กูไปนอนบนเขาเขาแล้วเขาตี้ตู
243,คือมึงขอฝากนักก๊อปเลยอ่ะ,คือ มึง ของฝาก นัก ก๊อ ป เลย อะ,คือ มึง ขอ ฝาก นัก ก๊อ ป เลย อ่ะ,คือมึงของฝากนักก๊อปเลยอะ
244,ผู้หญิงก็เรียกผู้จัดการร้านกัปตันเรียกกัปตันไม่ใช่ผู้จัดการเป็นกัปตันมาเขาบอกว่า,โห่ โ เป็น ค ผู้หญิง เละ น่อ ผู้ จัด ล้ ร้าน กัตัน ลีก อัต ัน่่ ผู้ จร ไป ไก ับ ตัน มา เพา บก ว่า,ผู้หญิง ก็ เรียก ผู้จัดการ ร้าน กัปตัน เรียก กัปตัน ไม่ ใช่ ผู้จัดการ เป็น กัปตัน มา เขา บอ กว่า,โห่โเป็นคผู้หญิงเละน่อผู้จัดล้ร้านกัตันลีกอัตัน่่ผู้จรไปไกับตันมาเพาบกว่า
