,sentence,pred_sentence_tok,sentence_tok,pred_sentence
186,แล้วไงวะมันจะยอมรับมันจะไม่ยอมรับก๊อปมันก็ยังก๊อปอยู่วันยังค่ำไม่ใช่หรอ,แล้ว ไง วะ มัน จะ ยอมรับ มัน จะ ไม่ ยอมรับ ก๊อ ป มัน ก็ ยัง ก๊อ ปอ ยู่ วันยังค่ำ ไม่ ใช่ หรอ,แล้ว ไง วะ มัน จะ ยอมรับ มัน จะ ไม่ ยอมรับ ก๊อ ป มัน ก็ ยัง ก๊อ ปอ ยู่ วันยังค่ำ ไม่ ใช่ หรอ,แล้วไงวะมันจะยอมรับมันจะไม่ยอมรับก๊อปมันก็ยังก๊อปอยู่วันยังค่ำไม่ใช่หรอ
187,เป็นไงรวยป่าวโห่อิจฉาอ่ะดิซื้อสองเครื่อง,เป็นไง ดวย บ้า โอ้โห ไอ้ ชาย เห ดหอ ซึ่ง สอง ข รึ,เป็นไง รวย ป่าว โห่ อิจฉา อ่ะ ดิ ซื้อ สอง เครื่อง,เป็นไงดวยบ้าโอ้โหไอ้ชายเหดหอซึ่งสองขรึ
188,อุ้ดเลยนะสุลต่านกูก็จะกั้นกั้นขำหน่อยแต่ก็แต่ก็ฟังแต่ก็เนียนภาษาอังกฤษต่อไปเยย,ด เลย นะ ส่วข้ำต่า งู ก็ จะ ก ล้น ข้า ข[ UNK ]า ละ แต่ ก็ แต่ ก็ ฟัง ตั้ง ก็ เงียม สา อัง ก ลิต ต่อไป เย่ย เย,อุ้ด เลย นะ สุลต่าน กู ก็ จะ กั้น กั้น ขำ หน่อย แต่ ก็ แต่ ก็ ฟัง แต่ ก็ เนียน ภาษาอังกฤษ ต่อไป เย ย,ดเลยนะส่วข้ำต่างูก็จะกล้นข้าข[UNK]าละแต่ก็แต่ก็ฟังตั้งก็เงียมสาอังกลิตต่อไปเย่ยเย
189,ถ้าเกิดมีสปอนเซอร์มีผู้สนับสนุนเนี้ยโอ้โหต้องคิดให้หนักแล้วนะครับ,ถ้า เกิด มี สปอนเซอร์ มี ผู้สนับสนุน เนี้ย โอ โห ต้อง คิด ให้ หนัก แล้ว นะ ครับ,ถ้า เกิด มี สปอนเซอร์ มี ผู้สนับสนุน เนี้ย โอ้โห ต้อง คิด ให้ หนัก แล้ว นะ ครับ,ถ้าเกิดมีสปอนเซอร์มีผู้สนับสนุนเนี้ยโอโหต้องคิดให้หนักแล้วนะครับ
190,พี่ได้นะพี่ให้พันหนึ่งเอ่อเขาเป็นฮืมรู้ไกลใด้ไหมเออ,มี ได้ นะ เพีย ให้ พัน หนึ่ง เออ เขา เปนม รู้ ไกล ใช่ไหม ออ,พี่ ได้ นะ พี่ ให้ พัน หนึ่ง เอ่อ เขา เป็น ฮืม รู้ ไกล ใด้ ไหม เออ,มีได้นะเพียให้พันหนึ่งเออเขาเปนมรู้ไกลใช่ไหมออ
191,อร่อยกูคุยสารทุกข์สุกดิบทำงานห่าอะไรกูก็พูดแบบด้วยมึนมึนแล้วแก้วออกมาเขาก็แบบ,อร่อย กู คุย สาระ ทุก สุก ดิ ปท[ UNK ]า งาน หา อะ ไรผม ก็ พูด แบบ รื่อง มือ เม ืน แล้ว แก้ วอ มา เขา,อร่อย กู คุย สารทุกข์สุกดิบ ทำงาน ห่า อะไร กู ก็ พูด แบบ ด้วย มึน มึน แล้ว แก้ว ออกมา เขา ก็ แบบ,อร่อยกูคุยสาระทุกสุกดิปท[UNK]างานหาอะไรผมก็พูดแบบรื่องมือเมืนแล้วแก้วอมาเขา
192,กลับก่อนไอ้พวกควายควายทีมโง่โง่เนี่ยไม่ทำไม่ทำอะไรเลย,กา ก่อน ไอ้ กัว คัว ควาย ที ยม โง่ โง่ เนี่ย ไป ทำเล ไม่ ทำเอา ไง อลย,กลับ ก่อน ไอ้ พวก ควาย ควาย ทีม โง่ โง่ เนี่ย ไม่ ทำ ไม่ ทำ อะไร เลย,กาก่อนไอ้กัวคัวควายทียมโง่โง่เนี่ยไปทำเลไม่ทำเอาไงอลย
193,ควยมันสู้ไม่ไหวแล้วควย,ควย มัน สู้ ไม่ ไหว แล้ว ควย,ควย มัน สู้ ไม่ ไหว แล้ว ควย,ควยมันสู้ไม่ไหวแล้วควย
194,ไอ้เวรกูทำได้คนเดียวป้ะ,อี เวร กู ทำได้ คนเดียว ป้ะ,ไอ้เวร กู ทำได้ คนเดียว ป้ะ,อีเวรกูทำได้คนเดียวป้ะ
195,เหมือนดันแนวแนวนี้เหมือนกันแต่แต่งตัวสวยสวยหน่อยพอถึงคิวกูเหมือนเดิมหลบกูแต่ถึงคิวสุลต่าน,เหมือน ดัน ณ้า เดียว นี้ หมืง อัน แต แต่งตัว สวย สวย หน่อย ทอ ถึง คิว กู มัน เดิม หลบ กู แต่ ถึง สู ละ ต่าง,เหมือน ดัน แนว แนว นี้ เหมือนกัน แต่ แต่งตัว สวย สวย หน่อย พอ ถึง คิว กู เหมือนเดิม หลบ กู แต่ ถึง คิว สุลต่าน,เหมือนดันณ้าเดียวนี้หมืงอันแตแต่งตัวสวยสวยหน่อยทอถึงคิวกูมันเดิมหลบกูแต่ถึงสูละต่าง
196,การเป็นไปอย่างราบรื่นครับอาจจะราบรื่นเกินไปซะด้วยซ้ำ,การ เป็นไป อย่าง ราบรื่น ครับ อาจจะ ราบรื่น เกินไป ซะ ด้วยซ้ำ,การ เป็นไป อย่าง ราบรื่น ครับ อาจจะ ราบรื่น เกินไป ซะ ด้วยซ้ำ,การเป็นไปอย่างราบรื่นครับอาจจะราบรื่นเกินไปซะด้วยซ้ำ
197,อ่าอ่าอ่ามึงดีแต่ตบนมมึงไม่ต้องโชว์แสลงโหด,อ่า อ่า อ่า มึง ดีแต่ ตบ นม มึง ไม่ต้อง โชว์ แสลง โหด,อ่า อ่า อ่า มึง ดีแต่ ตบ นม มึง ไม่ต้อง โชว์ แสลง โหด,อ่าอ่าอ่ามึงดีแต่ตบนมมึงไม่ต้องโชว์แสลงโหด
198,แต่ถ้าเกิดผมปล่อยคลิปนี้ออกไปนะครับทุกคนจะรู้ว่ามันคือผม,แต่ ถ้า เกิด ผม ปล่อย คลิป นี้ ออก ไป นะ ครับ ทุกคน จะ รู้ ว่า มัน คือ ผม,แต่ ถ้า เกิด ผม ปล่อย คลิป นี้ ออก ไป นะ ครับ ทุกคน จะ รู้ ว่า มัน คือ ผม,แต่ถ้าเกิดผมปล่อยคลิปนี้ออกไปนะครับทุกคนจะรู้ว่ามันคือผม
199,นี้ไอ้แวนไอ้แวนเอาแวนเอาแวนไอ้แวน,เรอ หนี้ ไอ้ แว๊ด ไอ แวต เอา แว้ น เอา แว๊น ไอ้ แว้ น,นี้ ไอ้ แวน ไอ้ แวน เอา แวน เอา แวน ไอ้ แวน,เรอหนี้ไอ้แว๊ดไอแวตเอาแว้นเอาแว๊นไอ้แว้น
200,ที่ดีละงงมากโถ่เพิ่มจะตกกูก็คงยากละที่มึงเลือก,ที่ ดีละ งง มาก โถ่ เพิ่ม จะ ตก กู ก็ คง ยาก ละ ที่ มึง เลือก,ที่ ดีละ งง มาก โถ่ เพิ่ม จะ ตก กู ก็ คง ยาก ละ ที่ มึง เลือก,ที่ดีละงงมากโถ่เพิ่มจะตกกูก็คงยากละที่มึงเลือก
201,ที่มันไม่ได้ดูมีอะไรมากขนาดนั้นแต่คลิปต้นฉบับเนี่ยครับ,ที่ มัน ไม่ ได้ ดู มี อะไร มาก ขนาด นั้น แต่ คลิป ต้นฉบับ เนี่ย ครับ,ที่ มัน ไม่ ได้ ดู มี อะไร มาก ขนาด นั้น แต่ คลิป ต้นฉบับ เนี่ย ครับ,ที่มันไม่ได้ดูมีอะไรมากขนาดนั้นแต่คลิปต้นฉบับเนี่ยครับ
202,ไอ้เด็กเหี้ย,ไอ้ เด็ก เหี้ย,ไอ้ เด็ก เหี้ย,ไอ้เด็กเหี้ย
203,ผมเดินไปออกจากเซเว่นเลี้ยวขวาเป็นร้านแม็คเขาให้กูไปรอในแมคให้กูนั่งกิน,ผม เดิน ไป เรา า จา เซเว่น เรี้ย ขวา ไป ็น ล้าน แม็ค เขา ให้ กู ไป รอ เนี่ ไหม ว ให้ กู นั่ง กิน,ผม เดิน ไป ออกจาก เซเว่น เลี้ยวขวา เป็น ร้าน แม็ค เขา ให้ กู ไป รอ ใน แมค ให้ กู นั่ง กิน,ผมเดินไปเราาจาเซเว่นเรี้ยขวาไป็นล้านแม็คเขาให้กูไปรอเนี่ไหมวให้กูนั่งกิน
204,กะหรี่เรื่องที่ผมเล่าต่อจากนี้เป็นเรื่องสมมุติโกหกนะฮับแล้วก็ใครที่อ่อนไหว,รี่ เรื่อง ที่ ผม เล่า ต่อจากนี้ เป็นเรื่อง สมมุติ โกหก นะ ครับ แล้วก็ ใคร ที่ อ่อน ไว,กะหรี่ เรื่อง ที่ ผม เล่า ต่อจากนี้ เป็นเรื่อง สมมุติ โกหก นะ ฮับ แล้วก็ ใคร ที่ อ่อนไหว,รี่เรื่องที่ผมเล่าต่อจากนี้เป็นเรื่องสมมุติโกหกนะครับแล้วก็ใครที่อ่อนไว
205,เอากล้วยไปใช้ปาดคอ,เอา กล้วย ไป ใช้ ปาด คอ,เอา กล้วย ไป ใช้ ปาด คอ,เอากล้วยไปใช้ปาดคอ
206,กล้วยฆ่าคนได้,กล้วย ฆ่า คน ได้,กล้วย ฆ่า คน ได้,กล้วยฆ่าคนได้
207,ให้กูได้เยี่ยวหม่นหม่นสัดสัดเลยหม่นแบบหม่นมากพี่สุละสุลต่านกู,ให้ กู ที เหี้ย ว ม่น ม่น สัด สัส และ มน บ ม่น มาก พี่ สุ แล สุลต่าน รค,ให้ กู ได้ เยี่ยว หม่น หม่น สัด สัด เลย หม่น แบบ หม่น มาก พี่ สุ ละ สุลต่าน กู,ให้กูทีเหี้ยวม่นม่นสัดสัสและมนบม่นมากพี่สุแลสุลต่านรค
208,เราจะมาใช้เวลาดูกันก่อนนะครับว่าคุณเต้นั้นเนี่ยยังถือครองอันดับหนึ่งอยู่หรือไม่,เรา จะ มา ใช้เวลา ดู กัน ก่อน นะ ครับ ว่า คุณ เต้ นั้น เนี่ย ยัง ถือครอง อันดับ หนึ่ง อยู่ หรือไม่,เรา จะ มา ใช้เวลา ดู กัน ก่อน นะ ครับ ว่า คุณ เต้ นั้น เนี่ย ยัง ถือครอง อันดับ หนึ่ง อยู่ หรือไม่,เราจะมาใช้เวลาดูกันก่อนนะครับว่าคุณเต้นั้นเนี่ยยังถือครองอันดับหนึ่งอยู่หรือไม่
209,นับกลัวมากแต่ไปให้สุดและกูกลัวมากมากเขาเอามาสามคนมีผู้หญิงผู้ชายคนนั้นก็จะพูดแบบ,ครับ กลัว มาก แต่ ไป ให้ ส่วน แล้ กู กล้ว มาก มาก เขา เออ มา สาม คน มี ผู้หญิง ผู้ชาย ค นั่น ก็ จะ พูด แบบ,นับ กลัว มาก แต่ ไป ให้ สุด และ กู กลัว มาก มาก เขา เอา มา สาม คน มี ผู้หญิง ผู้ชาย คน นั้น ก็ จะ พูด แบบ,ครับกลัวมากแต่ไปให้ส่วนแล้กูกล้วมากมากเขาเออมาสามคนมีผู้หญิงผู้ชายคนั่นก็จะพูดแบบ
210,กูฮาตรงกูทำลายได้แต่มึงทำได้แค่นั่งฮาน้ำตาซึมทุบอกเจ็บใจกัน,กู ฮา ตรง กู ทำลาย ได้ แต่ มึง ทำได้ แค่ นั่ง ฮา น้ำตา ซึม ทุ บอก เจ็บใจ กัน,กู ฮา ตรง กู ทำลาย ได้ แต่ มึง ทำได้ แค่ นั่ง ฮา น้ำตา ซึม ทุ บอก เจ็บใจ กัน,กูฮาตรงกูทำลายได้แต่มึงทำได้แค่นั่งฮาน้ำตาซึมทุบอกเจ็บใจกัน
211,มีแต่คนป่วยป่วยรึเพราะกูเป็นคนบาปกูกูอยากกลับบ้านอยากกลับปาจีนกูยากกลับ,จ คนป่วย ปวย รึ ก เพราะ กู เป็น คน บาป กู กู อยาก กลับบ้าน อยาก กลับ ป รา ะ จีน กู อ ยา กับ,มี แต่ คนป่วย ป่วย รึ เพราะ กู เป็น คน บาป กู กู อยาก กลับบ้าน อยาก กลับ ปาจีน กู ยาก กลับ,จคนป่วยปวยรึกเพราะกูเป็นคนบาปกูกูอยากกลับบ้านอยากกลับปราะจีนกูอยากับ
212,ควายเอ้ยกูมาแล้วนี่ไงคนวิ่ง,ควาย เอ้ย กู มา แล้ว นี่ ไง คน วิ่ง,ควาย เอ้ย กู มา แล้ว นี่ ไง คน วิ่ง,ควายเอ้ยกูมาแล้วนี่ไงคนวิ่ง
213,แม่งมีผู้ชายขี่รถไปหามันแม็คพี่ไม่เคยเป็นพี่เป็นผู้ชาย,แม่ ง มี ผู้ ชา ยม คี เลา ป หา มัน เหมือน อื้อ เพี่ย ไม่ เคย เป็นที่ เป็น ผู้ชาย,แม่ ง มี ผู้ชาย ขี่ รถ ไปหา มัน แม็ค พี่ ไม่ เคย เป็น พี่ เป็น ผู้ชาย,แม่งมีผู้ชายมคีเลาปหามันเหมือนอื้อเพี่ยไม่เคยเป็นที่เป็นผู้ชาย
214,ณตอนนี้ความลำบากก็คือผมไม่สามารถที่จะแบ่งเวลาให้กับช่องเรียลบ๋อยละยำได้,ณ ตอนนี้ ความ ล[ UNK ]า บาก ก็ คือ ผม ไม่ สามารถ ที่จะ แบ่งเวลา ให้ กับ ช่อง เรียล บ๋อย ละ ย[ UNK ]า ได้,ณ ตอนนี้ ความลำบาก ก็ คือ ผม ไม่ สามารถ ที่จะ แบ่งเวลา ให้ กับ ช่อง เรียล บ๋อย ละ ยำ ได้,ณตอนนี้ความล[UNK]าบากก็คือผมไม่สามารถที่จะแบ่งเวลาให้กับช่องเรียลบ๋อยละย[UNK]าได้
215,พูดเหี้ยอะไรก็ไม่รู้คนเขาจะเชื่อกันหมดแล้วเนี่ย,พูด เหี้ย อะไร ก็ ไม่ รู้ คน เขา จะ เชื่อ กัน หมด แล้ว เนี่ย,พูด เหี้ย อะไร ก็ ไม่ รู้ คน เขา จะ เชื่อ กัน หมด แล้ว เนี่ย,พูดเหี้ยอะไรก็ไม่รู้คนเขาจะเชื่อกันหมดแล้วเนี่ย
216,ครับโดยมีแขกผู้มีเกียรติท่านหนึ่งครับที่ทำธุรกิจมาอย่างยาว,ครับ โดย มี แขก ผู้มีเกียรติ ท่าน หนึ่ง ครับ ที่ ท[ UNK ]า ธุรกิจ มา อย่าง ยาว,ครับ โดย มี แขก ผู้มีเกียรติ ท่าน หนึ่ง ครับ ที่ ทำ ธุรกิจ มา อย่าง ยาว,ครับโดยมีแขกผู้มีเกียรติท่านหนึ่งครับที่ท[UNK]าธุรกิจมาอย่างยาว
217,เย็ดแม่กูสอนให้พวกมึงรักกู,แม่ ก อู สัด ให้ พวบ มึง รัก กูน,เย็ด แม่ กู สอน ให้ พวก มึง รัก กู,แม่กอูสัดให้พวบมึงรักกูน
218,แต่อย่าลืมครับในตอนที่เราสงสัยนะครับเราไม่ได้สงสัยเนื้อหา,แต่ อย่า ลืม ครับ ใน ตอนที่ เรา สงสัย นะ ครับ เรา ไม่ ได้ สงสัย เนื้อหา,แต่ อย่า ลืม ครับ ใน ตอนที่ เรา สงสัย นะ ครับ เรา ไม่ ได้ สงสัย เนื้อหา,แต่อย่าลืมครับในตอนที่เราสงสัยนะครับเราไม่ได้สงสัยเนื้อหา
219,งไงก็ไม่คุยกับกูจนกระทั่งผมจะบอกผมขอไปเยี่ยวก่อนนะกูก็ออกไปกะจะไปเยี่ยวเขาพี่,ไง ก็ ไม่ คุ อย่า กู จนกระทั่ง ผม จะ บอก [ UNK ]าำ ความ เค่เี่ กัน นะ กู ก่า ออก ไป กระ จ ไป เหี้ย ว เขา พี,ง ไง ก็ ไม่ คุย กับ กู จนกระทั่ง ผม จะ บอก ผม ขอ ไป เยี่ยว ก่อน นะ กู ก็ ออก ไป กะ จะ ไป เยี่ยว เขา พี่,ไงก็ไม่คุอย่ากูจนกระทั่งผมจะบอก[UNK]าำความเค่เี่กันนะกูก่าออกไปกระจไปเหี้ยวเขาพี
220,ไอ้เหี้ย,อี เหี้ย,ไอ้ เหี้ย,อีเหี้ย
221,เขาคงเขาเสียใจมากเลยนะพ่อเออเดินให้สุดเดินให้สุดลูกพ่อเดินให้สุดไหนไหนลูก,ค เขา คง เขา เสียใจ มาก เลย นะ บ เอ้อ ดัา ใน สุด แด่ ใี ส่วน รูป ก็ พ่อ เดิน ใอ้ สวน ใน ไหน,เขา คง เขา เสียใจ มาก เลย นะ พ่อ เออ เดิน ให้ สุด เดิน ให้ สุด ลูก พ่อ เดิน ให้ สุด ไหน ไหน ลูก,คเขาคงเขาเสียใจมากเลยนะบเอ้อดัาในสุดแด่ใีส่วนรูปก็พ่อเดินใอ้สวนในไหน
222,ถ้าเกิดว่าคุณอยากที่จะก๊อปแบบลับลับไม่อยากให้คนอื่นรู้แต่ทีนี้เนี้ยครับมึงก๊อปแบบเปิดเผย,ถ้า เกิด ว่า คุณ อยาก ที่จะ ก๊อ ป แบบ แล ับ ลับ ไม่ อยาก ให้ คนอื่น รู้ แต่ ทีนี้ เนี้ย ครับ มึง ก๊อ ป แบบ เปิดเผย,ถ้า เกิด ว่า คุณ อยาก ที่จะ ก๊อ ป แบบ ลับ ลับ ไม่ อยาก ให้ คนอื่น รู้ แต่ ทีนี้ เนี้ย ครับ มึง ก๊อ ป แบบ เปิดเผย,ถ้าเกิดว่าคุณอยากที่จะก๊อปแบบแลับลับไม่อยากให้คนอื่นรู้แต่ทีนี้เนี้ยครับมึงก๊อปแบบเปิดเผย
223,ไม่ได้เล่นเกมมาวันครึ่งอ่ะอาไม่เอาสูดทุโถควยลิ้น,ไม่ ได้ เล่น เกม มา วัน ครึ่ง อ่ะ อา ไม่ เอา สูด ทุ โถ ควย ลิ้น,ไม่ ได้ เล่น เกม มา วัน ครึ่ง อ่ะ อา ไม่ เอา สูด ทุ โถ ควย ลิ้น,ไม่ได้เล่นเกมมาวันครึ่งอ่ะอาไม่เอาสูดทุโถควยลิ้น
224,พยายามจะอยู่ในแสงจะเห็นได้ว่าคลิปของเขาเนี้ยจะก็อปมาหมด,พยายาม จะ อยู่ ใน แสง จะ เห็น ได้ ว่า คลิป ของ เขา เนี้ย จะ ก็อป มา หมด,พยายาม จะ อยู่ ใน แสง จะ เห็น ได้ ว่า คลิป ของ เขา เนี้ย จะ ก็อป มา หมด,พยายามจะอยู่ในแสงจะเห็นได้ว่าคลิปของเขาเนี้ยจะก็อปมาหมด
225,กรึดตรงไปพัทแย้แล้วจะถึงว้อกกิ้งสรื้ทเรียกชายหาดพัทเยิทเนี่ยพัทแย้เนี่ย,ตรง ไป พัด ทะ แยก็จะ ถึง ว๊อคอิ้งสตร๊ท เรียบ ชายหาด พัท เย ิ เนี่ย มา ถ้ะ แย้ เนี่ย,ก รึ ด ตรง ไป พัท แย้ แล้ วจะ ถึง ว้อกกิ้งสรื้ท เรียก ชายหาด พัทเยิท เนี่ย พัท แย้ เนี่ย,ตรงไปพัดทะแยก็จะถึงว๊อคอิ้งสตร๊ทเรียบชายหาดพัทเยิเนี่ยมาถ้ะแย้เนี่ย
226,คือกูอ่านปุ๊ป,คือ กู อ่าน ปุ๊ ป,คือ กู อ่าน ปุ๊ ป,คือกูอ่านปุ๊ป
227,กูอีกแล้วหรอมึงเจอกูแน่เย็ดแม่ย้า,กู อีกแล้ว หรอ มึง เจอ กู แน่ เย็ด แม่ ย้า,กู อีกแล้ว หรอ มึง เจอ กู แน่ เย็ด แม่ ย้า,กูอีกแล้วหรอมึงเจอกูแน่เย็ดแม่ย้า
228,ไอ้เวร,ไอ้ เวน,ไอ้เวร,ไอ้เวน
229,แต่เพราะว่ามันทำปกเองไม่ได้ครับมันไม่ได้รู้จักคำว่าความคิดสร้าง,แต่ เพราะว่า มัน ท[ UNK ]าปก เอง ไม่ ได้ ครับ มัน ไม่ ได้ รู้จัก ค[ UNK ]า ว่า ความคิด สร้าง,แต่ เพราะว่า มัน ทำ ปก เอง ไม่ ได้ ครับ มัน ไม่ ได้ รู้จัก คำ ว่า ความคิด สร้าง,แต่เพราะว่ามันท[UNK]าปกเองไม่ได้ครับมันไม่ได้รู้จักค[UNK]าว่าความคิดสร้าง
230,โมโหแล้วเนี่ยหู้วเดี๋ยวเดี๋ยวมึงเจอกูไอ้แวนถือว่ามึงรอด,มึง โห แล้ว เนี่ย โห้ เดี๋ยว น้า เด ี๋ว มึง เจอ กู ไอ แวน ว่า มึง รอก,โมโห แล้ว เนี่ย หู้ว เดี๋ยว เดี๋ยว มึง เจอ กู ไอ้ แวน ถือว่า มึง รอด,มึงโหแล้วเนี่ยโห้เดี๋ยวน้าเดี๋วมึงเจอกูไอแวนว่ามึงรอก
231,คนแต่ละคนจะมีแล้วแต่ไซส์มึงตัวเล็กตัวใหญ่ตัวบางตัวขาวน่าพอกมาหน้าวองลูกกระเดือก,แต่ละคน จะ มี แล้ แต่ ไซ ค์ เหมือน ตัวเล็ก ตัว ใหญ่ ตัว บาง ตัว เขา น่า พอก เมา น่า วอ ง มี ลูกกระเดือก,คน แต่ละคน จะ มี แล้วแต่ ไซส์ มึง ตัวเล็ก ตัว ใหญ่ ตัว บาง ตัว ขาว น่า พอก มา หน้า วอ ง ลูกกระเดือก,แต่ละคนจะมีแล้แต่ไซค์เหมือนตัวเล็กตัวใหญ่ตัวบางตัวเขาน่าพอกเมาน่าวองมีลูกกระเดือก
232,แต่ว่าระดับความคริ้นของเขาเนี่ยครับสูงโคตรโคตร,แต่ว่า ระดับ ความ ค ริ้น ของ เขา เนี่ย ครับ สูง โคตร โคตร,แต่ว่า ระดับ ความ ค ริ้น ของ เขา เนี่ย ครับ สูง โคตร โคตร,แต่ว่าระดับความคริ้นของเขาเนี่ยครับสูงโคตรโคตร
233,เดี๋ยวรู้เลยนี่นี่ไอ้แวนไอ้แวนไอ้แวนแวนไปไหนวะนี่แวนมันอยู่แถวนี้,อจ่ รู้ เลย นี้ นี่ ไอ้ แว่น ไอ แม่ ง ไอ้ เร็นเว๊น ไป ไห รอ วะ นี่ แว๊น มี ทำ เนี้ย,เดี๋ยว รู้ เลย นี่ นี่ ไอ้ แวน ไอ้ แวน ไอ้ แวน แวน ไป ไหน วะ นี่ แวน มัน อยู่ แถว นี้,อจ่รู้เลยนี้นี่ไอ้แว่นไอแม่งไอ้เร็นเว๊นไปไหรอวะนี่แว๊นมีทำเนี้ย
234,เอาง่ายง่ายก็คือกูก็คือมึงในอนาคตนั่นแหละไอ้สัส,อา ง่าย ง่าย ก็ คือ กู ก็ คือ มึง ในอนาคต นั่นแหละ ไอ้ สัส,เอา ง่าย ง่าย ก็ คือ กู ก็ คือ มึง ในอนาคต นั่นแหละ ไอ้ สัส,อาง่ายง่ายก็คือกูก็คือมึงในอนาคตนั่นแหละไอ้สัส
235,แม่มึงอ่ะโดนเย็ดพวกปากีสถานน่ะ,แม่ แหวะ มึง อะ โดน ห ยึด พ่วก ปาก กี สถาน อ่ะ,แม่ มึง อ่ะ โดน เย็ด พวก ปากีสถาน น่ะ,แม่แหวะมึงอะโดนหยึดพ่วกปากกีสถานอ่ะ
236,ครับไม่ได้หมายความว่ามันต้องการที่จะพากย์เพื่อให้คอนเทนท์มันดี,ครับ ไม่ ได้ หมายความว่า มัน ต้องการ ที่จะ พากย์ เพื่อให้ คอนเทนท์ มันดี,ครับ ไม่ ได้ หมายความว่า มัน ต้องการ ที่จะ พากย์ เพื่อให้ คอนเทนท์ มันดี,ครับไม่ได้หมายความว่ามันต้องการที่จะพากย์เพื่อให้คอนเทนท์มันดี
237,เห้ยดาบดาบทาลอนไม่ใช่ดาบฟาร์มเรียกผิดจังเลยผมกลับบ้านเอาเลือดก่อนผมพายามจะเซฟตัวเองให้มาก,เร ีอยอย่ก จะ ทาง ลอย ไม่ ใช่ อย่าง ฟาก เรียก ผิด จน เลย กับ บ้าน กัน เลื่ก กว่า ผม พย อยาก เก ระ เส บเติวย ไง ได้,เห้ย ดาบ ดาบ ทา ลอน ไม่ ใช่ ดาบ ฟาร์ม เรียก ผิด จัง เลย ผม กลับบ้าน เอา เลือด ก่อน ผม พา ยาม จะ เซฟ ตัวเอง ให้ มาก,เรีอยอย่กจะทางลอยไม่ใช่อย่างฟากเรียกผิดจนเลยกับบ้านกันเลื่กกว่าผมพยอยากเกระเสบเติวยไงได้
238,ไปใหม่ละพ่นทุเวลคั่มถูกทะแย้เหี้ยแบบมีมีหีพ่นไฟมีหี,ไย แล้ว ทุก เวล ค่ำ ทู กถ้ แย้ เหี้ย แบ มี มี หี ล ไฟ มี หี,ไป ใหม่ ละ พ่น ทุ เวล คั่ม ถูก ทะ แย้ เหี้ย แบบ มี มี หี พ่น ไฟ มี หี,ไยแล้วทุกเวลค่ำทูกถ้แย้เหี้ยแบมีมีหีลไฟมีหี
239,เมียนายและไม่เป็นเมียที่ไม่ผัวเอาโถ่อยากรู้กูเต้าจริงกูเต้าปลอมถ้ามึง,เมีย นาย และ ไม่ เป็น เมีย ที่ ไม่ ผัว เอา โถ่ อยากรู้ กู เต้า จริง กู เต้า ปลอม ถ้า มึง,เมีย นาย และ ไม่ เป็น เมีย ที่ ไม่ ผัว เอา โถ่ อยากรู้ กู เต้า จริง กู เต้า ปลอม ถ้า มึง,เมียนายและไม่เป็นเมียที่ไม่ผัวเอาโถ่อยากรู้กูเต้าจริงกูเต้าปลอมถ้ามึง
240,ซ่องแม่มึงอ่ะไอ้สัด,สอง แม่ มึง ไง ไอ้ สัด,ซ่อง แม่ มึง อ่ะ ไอ้ สัด,สองแม่มึงไงไอ้สัด
241,เด็กดีตอนนี้ก็เป็นเด็กผู้ชายน่ารักตอนนั้นไม่มีความรู้เรื่องเรื่องเอ่อเรื่องเที่ยวกลางคืน,ดก ดี ตอนนี้ ก็ เป็น เด็ก ผู้ใช้ น่ารัก ตอนนั้น ไม่ มีความรู้ เรื่อง เรื่อง อ่อ เที่ยว กัน คืน,เด็กดี ตอนนี้ ก็ เป็น เด็กผู้ชาย น่ารัก ตอนนั้น ไม่ มีความรู้ เรื่อง เรื่อง เอ่อ เรื่อง เที่ยว กลางคืน,ดกดีตอนนี้ก็เป็นเด็กผู้ใช้น่ารักตอนนั้นไม่มีความรู้เรื่องเรื่องอ่อเที่ยวกันคืน
242,กูไปนอนบนเข่าเขาแล้วเขาตีตูดกูอะ,กู ไป นอน บน เข่า เขา แล้ว เขา ตี ตูด กู อะ,กู ไป นอน บน เข่า เขา แล้ว เขา ตี ตูด กู อะ,กูไปนอนบนเข่าเขาแล้วเขาตีตูดกูอะ
243,คือมึงขอฝากนักก๊อปเลยอ่ะ,คือ มึง ขอ ฝาก นัก ก๊อ ป เลย อ่ะ,คือ มึง ขอ ฝาก นัก ก๊อ ป เลย อ่ะ,คือมึงขอฝากนักก๊อปเลยอ่ะ
244,ผู้หญิงก็เรียกผู้จัดการร้านกัปตันเรียกกัปตันไม่ใช่ผู้จัดการเป็นกัปตันมาเขาบอกว่า,เ โอ้ โห้ใร ผู้หญิง อะ รั เลีย ก ผู้ จัด กาย ร้า นับ ตั้น เร ี กลับ ตั้น แม่ ง ใช่ ูัด การ ไป กับ ตัน มา อบ อก ว่า,ผู้หญิง ก็ เรียก ผู้จัดการ ร้าน กัปตัน เรียก กัปตัน ไม่ ใช่ ผู้จัดการ เป็น กัปตัน มา เขา บอ กว่า,เโอ้โห้ใรผู้หญิงอะรัเลียกผู้จัดกายร้านับตั้นเรีกลับตั้นแม่งใชู่ัดการไปกับตันมาอบอกว่า
